deflatortype,Deflators
NF 2003,1.173049069
NG 2003,0.588328961
NI 2003,0.745545897
NL 2003,1.113962275
NO 2003,1.111714183
NP 2003,0.410315567
NR 2003,1
NU 2003,1.181553932
NZ 2003,1.181553932
OM 2003,0.466851611
PA 2003,0.580869718
PE 2003,0.576869197
PF 2003,1.11729177
PG 2003,0.329444061
PH 2003,0.575429151
PK 2003,0.514305982
PL 2003,1.117514529
PM 2003,1.11729177
PN 2003,1.14992108
PR 2003,0.688113921
PS 2003,0.657713137
PT 2003,1.125976297
PW 2003,0.598998322
PY 2003,0.364940037
QA 2003,0.531216012
RE 2003,1.11729177
RO 2003,0.426515491
RS 2003,0.669971967
RU 2003,0.417598194
RW 2003,0.562525241
SA 2003,0.516215026
SB 2003,0.480561835
SC 2003,0.758728242
SD 2003,0.888730694
SE 2003,1.105788926
SG 2003,0.609174287
SH 2003,1.14992108
SI 2003,1
SJ 2003,1.111714183
SK 2003,1.206601144
SL 2003,0.722994744
SM 2003,1
SN 2003,0.719239603
SO 2003,1
SR 2003,0.558312348
SS 2003,1
ST 2003,0.515301353
SV 2003,0.694852021
SX 2003,1.121388044
SY 2003,1
SZ 2003,0.747701615
TC 2003,1.14992108
TD 2003,0.636962951
TF 2003,1.11729177
TG 2003,0.786373492
TH 2003,0.535042602
TJ 2003,0.59982568
TK 2003,1.181553932
TL 2003,0.600826307
TM 2003,0.549262995
TN 2003,1.115784293
TO 2003,0.545054106
Total DAC 2003,1.091403321
TR 2003,0.935356336
TT 2003,0.719437695
TV 2003,0.549385305
TW 2003,0.926283793
TZ 2003,0.67631669
UA 2003,0.473971456
UG 2003,0.581898995
UM 2003,1.026922007
US 2003,1.026922007
UY 2003,0.378243917
UZ 2003,0.569583787
VA 2003,1.127408406
VC 2003,0.792435008
VE 2003,0.862692361
VG 2003,1.14992108
VI 2003,1.026922007
VN 2003,0.409532048
VU 2003,0.582740495
WF 2003,1.11729177
WS 2003,0.558330636
XK 2003,0.633293935
YE 2003,0.390026245
YT 2003,1.11729177
ZA 2003,0.713168482
ZM 2003,0.471555887
ZW 2003,0.20884377
AD 2004,1.019750972
AE 2004,0.615151167
AF 2004,0.68925471
AG 2004,0.759111209
AI 2004,1.017317955
AL 2004,0.802880859
AM 2004,0.583492787
AO 2004,0.515644308
AQ 2004,1.031149319
AR 2004,0.516323877
AS 2004,1.031149319
AT 2004,1.025734317
AU 2004,1.084465653
AW 2004,0.83485692
AX 2004,1.009620295
AZ 2004,0.591010527
BA 2004,0.785573421
BB 2004,0.741556528
BD 2004,0.558449388
BE 2004,1.02174149
BF 2004,0.745041111
BG 2004,0.628918228
BH 2004,0.670483983
BI 2004,0.453898983
BJ 2004,0.774031023
BL 2004,1.019750972
BM 2004,1.017317955
BN 2004,0.594861959
BO 2004,0.420770979
BQ 2004,1.02032099
BR 2004,0.503142537
BS 2004,0.770393849
BT 2004,0.730072679
BV 2004,1.13789387
BW 2004,0.875293886
BY 2004,0.711706529
BZ 2004,0.790791592
CA 2004,1.107572696
CC 2004,1.084465653
CD 2004,0.499313599
CF 2004,0.6190536
CG 2004,0.680550716
CH 2004,1.005304952
CI 2004,0.701983207
CK 2004,1.08838264
CL 2004,0.565552524
CM 2004,0.81074317
CN 2004,0.501329222
CO 2004,0.631526519
CR 2004,0.54462738
CU 2004,0.68628183
CV 2004,0.855644572
CW 2004,1.027607785
CX 2004,1.084465653
CY 2004,0.891961202
CZ 2004,1.073470792
DE 2004,1.006619395
DJ 2004,1
DK 2004,1.027607785
DM 2004,0.778761105
DO 2004,0.559463896
DZ 2004,0.756658442
EC 2004,0.570820175
EE 2004,0.581250737
EG 2004,0.572433218
EH 2004,0.895348717
ER 2004,0.22693071
ES 2004,1.041879793
ET 2004,0.498023394
EU Institutions 2004,1.019275462
FI 2004,1.009620295
FJ 2004,0.705067152
FK 2004,1.017317955
FM 2004,0.604165435
FO 2004,1.027607785
FR 2004,1.019750972
GA 2004,0.672732167
GB 2004,1.017317955
GD 2004,0.685738715
GE 2004,0.598660841
GF 2004,1.019750972
GG 2004,1.017317955
GH 2004,0.326771456
GI 2004,1.017317955
GL 2004,1.027607785
GM 2004,0.825930612
GN 2004,0.632436215
GP 2004,1.019750972
GQ 2004,0.626629761
GR 2004,1.022811423
GS 2004,1.017317955
GT 2004,0.497569619
GU 2004,1.031149319
GW 2004,0.608739923
GY 2004,0.328884917
HK 2004,0.809362593
HM 2004,1.084465653
HN 2004,0.637304652
HR 2004,0.80537847
HT 2004,0.462708284
HU 2004,1.038193416
ID 2004,0.52226924
IE 2004,1.031778938
IL 2004,0.618552741
IM 2004,1.017317955
IN 2004,0.67699359
IO 2004,1.017317955
IQ 2004,0.534235711
IR 2004,0.602982372
IS 2004,1.144928051
IT 2004,1.019258693
JE 2004,1.017317955
JM 2004,0.681363221
JO 2004,0.518305319
JP 2004,0.971648599
KE 2004,0.378094074
KG 2004,0.501884716
KH 2004,0.608322944
KI 2004,0.717624936
KM 2004,0.806584985
KN 2004,0.697295209
KP 2004,1
KR 2004,1.129679208
KW 2004,0.64004927
KY 2004,1.017317955
KZ 2004,0.517982405
LA 2004,0.367535737
LB 2004,0.654874011
LC 2004,0.652507217
LI 2004,1.005304952
LK 2004,0.516896629
LR 2004,0.542495225
LS 2004,0.904686929
LT 2004,0.66307272
LU 2004,1.042101749
LV 2004,0.614213757
LY 2004,0.604688605
MA 2004,0.895348717
MC 2004,1.019750972
MD 2004,0.402919053
ME 2004,0.581682197
MF 2004,1.019750972
MG 2004,0.491966336
MH 2004,0.700649148
MK 2004,0.695422516
ML 2004,0.569387234
MM 2004,0.519685909
MN 2004,0.428637445
MO 2004,0.559522017
MP 2004,1.031149319
MQ 2004,1.019750972
MR 2004,0.676230719
MS 2004,1.017317955
MT 2004,0.710344815
MU 2004,0.798090104
MV 2004,0.47011031
MW 2004,0.99699013
MX 2004,0.891116421
MY 2004,0.696853738
MZ 2004,1.296022729
NA 2004,0.834495488
NC 2004,1.019750972
NE 2004,0.657684464
NF 2004,1.084465653
NG 2004,0.712482666
NI 2004,0.791856911
NL 2004,1.02032099
NO 2004,1.13789387
NP 2004,0.453573506
NR 2004,1
NU 2004,1.08838264
NZ 2004,1.08838264
OM 2004,0.549045219
PA 2004,0.611134654
PE 2004,0.62959426
PF 2004,1.019750972
PG 2004,0.358095517
PH 2004,0.596939377
PK 2004,0.5773495
PL 2004,1.157903224
PM 2004,1.019750972
PN 2004,1.017317955
PR 2004,0.738250854
PS 2004,0.629371706
PT 2004,1.033675249
PW 2004,0.661082837
PY 2004,0.437746594
QA 2004,0.690625557
RE 2004,1.019750972
RO 2004,0.54051877
RS 2004,0.752860751
RU 2004,0.534489615
RW 2004,0.622777786
SA 2004,0.556367717
SB 2004,0.508695359
SC 2004,0.958830133
SD 2004,1.003078357
SE 2004,0.990895335
SG 2004,0.686525013
SH 2004,1.017317955
SI 2004,1
SJ 2004,1.13789387
SK 2004,1.063768518
SL 2004,0.691335112
SM 2004,0.931950762
SN 2004,0.789419542
SO 2004,1
SR 2004,0.61174532
SS 2004,1
ST 2004,0.542705788
SV 2004,0.709007493
SX 2004,1.027607785
SY 2004,1
SZ 2004,0.907271084
TC 2004,1.017317955
TD 2004,0.895716532
TF 2004,1.019750972
TG 2004,0.800661224
TH 2004,0.566729351
TJ 2004,0.721826479
TK 2004,1.08838264
TL 2004,1.206789792
TM 2004,0.608469027
TN 2004,1.210465004
TO 2004,0.604468954
Total DAC 2004,1.016020073
TR 2004,1.149733939
TT 2004,0.738465867
TV 2004,0.671324262
TW 2004,0.973179618
TZ 2004,0.694465808
UA 2004,0.56012004
UG 2004,0.68483274
UM 2004,1.031149319
US 2004,1.031149319
UY 2004,0.426330203
UZ 2004,0.648664424
VA 2004,1.019258693
VC 2004,0.797198445
VE 2004,1.253988707
VG 2004,1.017317955
VI 2004,1.031149319
VN 2004,0.440009583
VU 2004,0.648541289
WF 2004,1.019750972
WS 2004,0.662671284
XK 2004,0.761657859
YE 2004,0.442802598
YT 2004,1.019750972
ZA 2004,0.903549162
ZM 2004,0.559602065
ZW 2004,0.255030776
AD 2005,1.031870502
AE 2005,0.685990381
AF 2005,0.807381811
AG 2005,0.798039973
AI 2005,1.042016453
AL 2005,0.852820867
AM 2005,0.723710927
AO 2005,0.72953008
AQ 2005,1.030261838
AR 2005,0.571576259
AS 2005,1.030261838
AT 2005,1.029113263
AU 2005,1.03735221
AW 2005,0.809434051
AX 2005,1.019137102
AZ 2005,0.825459642
BA 2005,0.78420267
BB 2005,0.810915234
BD 2005,0.565972124
BE 2005,1.033245742
BF 2005,0.805093256
BG 2005,0.674630781
BH 2005,0.761063843
BI 2005,0.528460318
BJ 2005,0.7874726
BL 2005,1.031870502
BM 2005,1.042016453
BN 2005,0.716613247
BO 2005,0.439622917
BQ 2005,1.035094557
BR 2005,0.633757141
BS 2005,0.829507839
BT 2005,0.803416105
BV 2005,1.0922673
BW 2005,0.944870881
BY 2005,0.833475056
BZ 2005,0.795926037
CA 2005,1.09615443
CC 2005,1.03735221
CD 2005,0.543520221
CF 2005,0.614980424
CG 2005,0.861185801
CH 2005,1.014744284
CI 2005,0.715662917
CK 2005,0.943254115
CL 2005,0.653827517
CM 2005,0.781610071
CN 2005,0.532276555
CO 2005,0.743444155
CR 2005,0.561975006
CU 2005,0.724263475
CV 2005,0.816502895
CW 2005,1.029882885
CX 2005,1.03735221
CY 2005,0.903840272
CZ 2005,1.067878498
DE 2005,1.013022456
DJ 2005,1
DK 2005,1.029882885
DM 2005,0.749647881
DO 2005,0.868167767
DZ 2005,0.877432269
EC 2005,0.598367409
EE 2005,0.631998728
EG 2005,0.62554034
EH 2005,0.89329586
ER 2005,0.22146416
ES 2005,1.050090758
ET 2005,0.536756623
EU Institutions 2005,1.029416574
FI 2005,1.019137102
FJ 2005,0.738125
FK 2005,1.042016453
FM 2005,0.649433036
FO 2005,1.029882885
FR 2005,1.031870502
GA 2005,0.82513035
GB 2005,1.042016453
GD 2005,0.801093098
GE 2005,0.707793858
GF 2005,1.031870502
GG 2005,1.042016453
GH 2005,0.373909209
GI 2005,1.042016453
GL 2005,1.029882885
GM 2005,0.824316945
GN 2005,0.495052856
GP 2005,1.031870502
GQ 2005,0.845969835
GR 2005,1.045215212
GS 2005,1.042016453
GT 2005,0.547701522
GU 2005,1.030261838
GW 2005,0.654492564
GY 2005,0.339058074
HK 2005,0.799492315
HM 2005,1.03735221
HN 2005,0.661458348
HR 2005,0.843706808
HT 2005,0.584349723
HU 2005,0.98090077
ID 2005,0.553460427
IE 2005,1.045096536
IL 2005,0.624602717
IM 2005,1.042016453
IN 2005,0.725687285
IO 2005,1.042016453
IQ 2005,0.472643243
IR 2005,0.708091847
IS 2005,0.974944719
IT 2005,1.029071148
JE 2005,1.042016453
JM 2005,0.742247718
JO 2005,0.526657247
JP 2005,0.93752083
KE 2005,0.418793734
KG 2005,0.521670578
KH 2005,0.649972603
KI 2005,0.799114445
KM 2005,0.817683929
KN 2005,0.731485981
KP 2005,1
KR 2005,1.074559789
KW 2005,0.789232333
KY 2005,1.042016453
KZ 2005,0.625638105
LA 2005,0.399474338
LB 2005,0.626133919
LC 2005,0.647575581
LI 2005,1.014744284
LK 2005,0.579011159
LR 2005,0.559291635
LS 2005,0.990362172
LT 2005,0.717804813
LU 2005,1.081164025
LV 2005,0.66779028
LY 2005,0.827235129
MA 2005,0.89329586
MC 2005,1.031870502
MD 2005,0.431483264
ME 2005,0.606448087
MF 2005,1.031870502
MG 2005,0.539729025
MH 2005,0.736159206
MK 2005,0.731693379
ML 2005,0.643078124
MM 2005,0.519087986
MN 2005,0.490828464
MO 2005,0.504242962
MP 2005,1.030261838
MQ 2005,1.031870502
MR 2005,0.761901636
MS 2005,1.042016453
MT 2005,0.745944272
MU 2005,0.754491042
MV 2005,0.420422977
MW 2005,0.994648606
MX 2005,0.961895387
MY 2005,0.750851603
MZ 2005,1.346859449
NA 2005,0.816812351
NC 2005,1.031870502
NE 2005,0.732833677
NF 2005,1.03735221
NG 2005,0.842217623
NI 2005,0.820126745
NL 2005,1.035094557
NO 2005,1.0922673
NP 2005,0.484292653
NR 2005,1
NU 2005,0.943254115
NZ 2005,0.943254115
OM 2005,0.680341243
PA 2005,0.619906175
PE 2005,0.683331137
PF 2005,1.031870502
PG 2005,0.431939673
PH 2005,0.631109755
PK 2005,0.60097519
PL 2005,1.059917398
PM 2005,1.031870502
PN 2005,1.042016453
PR 2005,0.709219865
PS 2005,0.636595335
PT 2005,1.04210335
PW 2005,0.704547305
PY 2005,0.469329017
QA 2005,0.812885315
RE 2005,1.031870502
RO 2005,0.64277088
RS 2005,0.768763111
RU 2005,0.644537269
RW 2005,0.716219766
SA 2005,0.654214449
SB 2005,0.535098813
SC 2005,1.080780914
SD 2005,1.193598905
SE 2005,1.031284688
SG 2005,0.69454703
SH 2005,1.042016453
SI 2005,1.031608458
SJ 2005,1.0922673
SK 2005,1.077456111
SL 2005,0.738965813
SM 2005,0.930263859
SN 2005,0.808375001
SO 2005,1
SR 2005,0.681325073
SS 2005,1
ST 2005,0.622429901
SV 2005,0.752577507
SX 2005,1.029882885
SY 2005,1
SZ 2005,1.004512879
TC 2005,1.042016453
TD 2005,1.009133478
TF 2005,1.031870502
TG 2005,0.792608097
TH 2005,0.583842399
TJ 2005,0.728390259
TK 2005,0.943254115
TL 2005,1.237002736
TM 2005,0.686736733
TN 2005,1.179236669
TO 2005,0.693396653
Total DAC 2005,1.025604511
TR 2005,1.298922904
TT 2005,0.823264337
TV 2005,0.690138211
TW 2005,0.985216623
TZ 2005,0.712741023
UA 2005,0.663323474
UG 2005,0.727868755
UM 2005,1.030261838
US 2005,1.030261838
UY 2005,0.515078943
UZ 2005,0.717984841
VA 2005,1.029071148
VC 2005,0.807548941
VE 2005,1.354011066
VG 2005,1.042016453
VI 2005,1.030261838
VN 2005,0.519107763
VU 2005,0.674892714
WF 2005,1.031870502
WS 2005,0.701561219
XK 2005,0.764462096
YE 2005,0.514099306
YT 2005,1.031870502
ZA 2005,0.974514932
ZM 2005,0.700230357
ZW 2005,0.268405259
AD 2006,1.118443479
AE 2006,0.804543352
AF 2006,0.814966258
AG 2006,0.848859102
AI 2006,1.115105275
AL 2006,0.892838211
AM 2006,0.82805281
AO 2006,0.89856558
AQ 2006,1.026863185
AR 2006,0.614455013
AS 2006,1.026863185
AT 2006,1.114869823
AU 2006,1.160141573
AW 2006,0.831582764
AX 2006,1.120758617
AZ 2006,1.021899646
BA 2006,0.826516599
BB 2006,0.844139752
BD 2006,0.549427787
BE 2006,1.112510462
BF 2006,0.788875556
BG 2006,0.725254717
BH 2006,0.826017402
BI 2006,0.597008368
BJ 2006,0.828806524
BL 2006,1.118443479
BM 2006,1.115105275
BN 2006,0.859089423
BO 2006,0.504900278
BQ 2006,1.113149852
BR 2006,0.76286587
BS 2006,0.829269352
BT 2006,0.822226673
BV 2006,1.128375105
BW 2006,0.921510311
BY 2006,0.932018756
BZ 2006,0.847817886
CA 2006,1.090889529
CC 2006,1.160141573
CD 2006,0.618568055
CF 2006,0.665587941
CG 2006,1.015086833
CH 2006,1.069972733
CI 2006,0.733036033
CK 2006,1.181775847
CL 2006,0.778338963
CM 2006,0.826413423
CN 2006,0.575265186
CO 2006,0.788319804
CR 2006,0.613026026
CU 2006,0.805549521
CV 2006,0.870503348
CW 2006,1.118502018
CX 2006,1.160141573
CY 2006,0.938669617
CZ 2006,1.152445537
DE 2006,1.109105187
DJ 2006,1
DK 2006,1.118502018
DM 2006,0.797910372
DO 2006,0.837238697
DZ 2006,0.939604743
EC 2006,0.640793348
EE 2006,0.696524827
EG 2006,0.717591213
EH 2006,0.95219258
ER 2006,0.238126629
ES 2006,1.126955227
ET 2006,0.591492135
EU Institutions 2006,1.11653619
FI 2006,1.120758617
FJ 2006,0.756401393
FK 2006,1.115105275
FM 2006,0.644727741
FO 2006,1.118502018
FR 2006,1.118443479
GA 2006,0.865659648
GB 2006,1.115105275
GD 2006,0.710610082
GE 2006,0.780310145
GF 2006,1.118443479
GG 2006,1.115105275
GH 2006,0.671491127
GI 2006,1.115105275
GL 2006,1.118502018
GM 2006,0.865864048
GN 2006,0.690598639
GP 2006,1.118443479
GQ 2006,0.889429963
GR 2006,1.12794495
GS 2006,1.115105275
GT 2006,0.589273531
GU 2006,1.026863185
GW 2006,0.633109183
GY 2006,0.611409695
HK 2006,0.793552425
HM 2006,1.160141573
HN 2006,0.699150329
HR 2006,0.899131256
HT 2006,0.633360266
HU 2006,1.207754112
ID 2006,0.667816536
IE 2006,1.104437106
IL 2006,0.649611897
IM 2006,1.115105275
IN 2006,0.770665243
IO 2006,1.115105275
IQ 2006,0.590339833
IR 2006,0.797859807
IS 2006,1.13790387
IT 2006,1.117173774
JE 2006,1.115105275
JM 2006,0.781469279
JO 2006,0.582466137
JP 2006,0.980906701
KE 2006,0.545010877
KG 2006,0.602013519
KH 2006,0.663444276
KI 2006,0.748517497
KM 2006,0.848925549
KN 2006,0.758592023
KP 2006,1
KR 2006,1.048589296
KW 2006,0.896779327
KY 2006,1.115105275
KZ 2006,0.808735106
LA 2006,0.470765345
LB 2006,0.625228583
LC 2006,0.726173689
LI 2006,1.069972733
LK 2006,0.631502974
LR 2006,0.626399383
LS 2006,1.024182278
LT 2006,0.770641016
LU 2006,1.107067477
LV 2006,0.76446072
LY 2006,0.858617941
MA 2006,0.95219258
MC 2006,1.118443479
MD 2006,0.457778031
ME 2006,0.701963137
MF 2006,1.118443479
MG 2006,0.564777761
MH 2006,0.737726051
MK 2006,0.765963821
ML 2006,0.666920759
MM 2006,0.552988811
MN 2006,0.619141297
MO 2006,0.570727768
MP 2006,1.026863185
MQ 2006,1.118443479
MR 2006,0.973259348
MS 2006,1.115105275
MT 2006,0.759466427
MU 2006,0.803012761
MV 2006,0.655288676
MW 2006,1.05329588
MX 2006,1.045106939
MY 2006,0.807983095
MZ 2006,1.357593978
NA 2006,0.876498125
NC 2006,1.118443479
NE 2006,0.751031572
NF 2006,1.160141573
NG 2006,1.060682519
NI 2006,0.841481724
NL 2006,1.113149852
NO 2006,1.128375105
NP 2006,0.520591956
NR 2006,1
NU 2006,1.181775847
NZ 2006,1.181775847
OM 2006,0.794810464
PA 2006,0.640735001
PE 2006,0.749280788
PF 2006,1.118443479
PG 2006,0.697414711
PH 2006,0.714178074
PK 2006,0.699692293
PL 2006,1.16406615
PM 2006,1.118443479
PN 2006,1.115105275
PR 2006,0.752584844
PS 2006,0.583861625
PT 2006,1.123083392
PW 2006,0.693808071
PY 2006,0.574729683
QA 2006,1.033909395
RE 2006,1.118443479
RO 2006,0.761123806
RS 2006,0.818875849
RU 2006,0.784888901
RW 2006,0.810297795
SA 2006,0.711063018
SB 2006,0.560062438
SC 2006,1.096468995
SD 2006,1.499679148
SE 2006,1.121990839
SG 2006,0.752339529
SH 2006,1.115105275
SI 2006,1.136252134
SJ 2006,1.128375105
SK 2006,1.214843671
SL 2006,0.807625528
SM 2006,0.969658844
SN 2006,0.822626498
SO 2006,1
SR 2006,0.954819492
SS 2006,1
ST 2006,0.608139324
SV 2006,0.797641657
SX 2006,1.118502018
SY 2006,1
SZ 2006,0.981427091
TC 2006,1.115105275
TD 2006,0.960402818
TF 2006,1.118443479
TG 2006,0.807034694
TH 2006,0.656395828
TJ 2006,0.835983028
TK 2006,1.181775847
TL 2006,1.334064035
TM 2006,0.770441135
TN 2006,1.213846632
TO 2006,0.765811448
Total DAC 2006,1.070445043
TR 2006,1.312928772
TT 2006,0.890909287
TV 2006,0.752184765
TW 2006,0.966333434
TZ 2006,0.672191412
UA 2006,0.805590064
UG 2006,0.755052384
UM 2006,1.026863185
US 2006,1.026863185
UY 2006,0.540512678
UZ 2006,0.813185942
VA 2006,1.117173774
VC 2006,0.874076831
VE 2006,1.520667102
VG 2006,1.115105275
VI 2006,1.026863185
VN 2006,0.555863018
VU 2006,0.712977459
WF 2006,1.118443479
WS 2006,0.731817462
XK 2006,0.75712369
YE 2006,0.554198042
YT 2006,1.118443479
ZA 2006,0.975459237
ZM 2006,0.999777159
ZW 2006,0.269264233
AD 2007,1.078587401
AE 2007,0.850544675
AF 2007,1.081613429
AG 2007,0.853497142
AI 2007,0.929819741
AL 2007,1.011906532
AM 2007,1.054826112
AO 2007,1.00370338
AQ 2007,1.019451099
AR 2007,0.703122181
AS 2007,1.019451099
AT 2007,1.074149979
AU 2007,1.049201327
AW 2007,0.887777106
AX 2007,1.086088947
AZ 2007,1.197026513
BA 2007,0.961648236
BB 2007,0.88533715
BD 2007,0.570950732
BE 2007,1.073842043
BF 2007,0.864350184
BG 2007,0.883027863
BH 2007,0.911067247
BI 2007,0.60318444
BJ 2007,0.925587379
BL 2007,1.078587401
BM 2007,0.929819741
BN 2007,0.878641395
BO 2007,0.551976059
BQ 2007,1.077737759
BR 2007,0.925544895
BS 2007,0.844799193
BT 2007,1.025268584
BV 2007,1.133572212
BW 2007,0.918580391
BY 2007,1.03812187
BZ 2007,0.859352383
CA 2007,1.039082625
CC 2007,1.049201327
CD 2007,0.680185008
CF 2007,0.738364644
CG 2007,1.037494298
CH 2007,1.114903289
CI 2007,0.825236446
CK 2007,0.978100605
CL 2007,0.821093531
CM 2007,0.922979532
CN 2007,0.658370158
CO 2007,0.942163098
CR 2007,0.676388894
CU 2007,0.798697344
CV 2007,1.101594902
CW 2007,1.096779729
CX 2007,1.049201327
CY 2007,1.070401476
CZ 2007,1.193724403
DE 2007,1.062438939
DJ 2007,1
DK 2007,1.096779729
DM 2007,0.823199494
DO 2007,0.884563358
DZ 2007,1.065586915
EC 2007,0.668920342
EE 2007,0.837573664
EG 2007,0.815312605
EH 2007,1.019263503
ER 2007,0.261702618
ES 2007,1.07615747
ET 2007,0.688270852
EU Institutions 2007,1.074243023
FI 2007,1.086088947
FJ 2007,0.815002008
FK 2007,0.929819741
FM 2007,0.653509668
FO 2007,1.096779729
FR 2007,1.078587401
GA 2007,1.073694852
GB 2007,0.929819741
GD 2007,0.803704783
GE 2007,0.936638367
GF 2007,1.078587401
GG 2007,0.929819741
GH 2007,0.765584257
GI 2007,0.929819741
GL 2007,1.096779729
GM 2007,1.057040743
GN 2007,1.016034017
GP 2007,1.078587401
GQ 2007,1.070205528
GR 2007,1.099432933
GS 2007,0.929819741
GT 2007,0.630993436
GU 2007,1.019451099
GW 2007,0.727716895
GY 2007,0.693919199
HK 2007,0.810602006
HM 2007,1.049201327
HN 2007,0.742825844
HR 2007,1.021409192
HT 2007,0.766479984
HU 2007,1.099709816
ID 2007,0.750448391
IE 2007,1.049416712
IL 2007,0.71494537
IM 2007,0.929819741
IN 2007,0.92288187
IO 2007,0.929819741
IQ 2007,0.730877084
IR 2007,0.985776273
IS 2007,0.789316895
IT 2007,1.079795175
JE 2007,0.929819741
JM 2007,0.818532655
JO 2007,0.612351302
JP 2007,1.127000076
KE 2007,0.633433212
KG 2007,0.78340515
KH 2007,0.711286416
KI 2007,0.901312226
KM 2007,0.941772784
KN 2007,0.811903378
KP 2007,1
KR 2007,0.862031448
KW 2007,0.941623071
KY 2007,0.929819741
KZ 2007,0.945629027
LA 2007,0.530069839
LB 2007,0.693531285
LC 2007,0.771118436
LI 2007,1.114903289
LK 2007,0.670947646
LR 2007,0.711363364
LS 2007,0.936849697
LT 2007,0.943608657
LU 2007,1.095407597
LV 2007,0.984784468
LY 2007,0.990362795
MA 2007,1.019263503
MC 2007,1.078587401
MD 2007,0.564069972
ME 2007,0.874334808
MF 2007,1.078587401
MG 2007,0.831102727
MH 2007,0.775197694
MK 2007,0.885184286
ML 2007,0.752274026
MM 2007,0.680574247
MN 2007,0.707485938
MO 2007,0.624592095
MP 2007,1.019451099
MQ 2007,1.078587401
MR 2007,0.903863945
MS 2007,0.929819741
MT 2007,0.869823195
MU 2007,0.887918774
MV 2007,0.616322748
MW 2007,1.115450457
MX 2007,1.079421253
MY 2007,0.910384401
MZ 2007,1.409836314
NA 2007,0.913236652
NC 2007,1.078587401
NE 2007,0.835342235
NF 2007,1.049201327
NG 2007,1.167488212
NI 2007,0.886733528
NL 2007,1.077737759
NO 2007,1.133572212
NP 2007,0.5750356
NR 2007,0.718635069
NU 2007,0.978100605
NZ 2007,0.978100605
OM 2007,0.852983129
PA 2007,0.692244325
PE 2007,0.803159074
PF 2007,1.078587401
PG 2007,0.755869296
PH 2007,0.829350735
PK 2007,0.731580026
PL 2007,1.175252288
PM 2007,1.078587401
PN 2007,0.929819741
PR 2007,0.78300491
PS 2007,0.681270118
PT 2007,1.071988476
PW 2007,0.725208968
PY 2007,0.729131778
QA 2007,1.072901341
RE 2007,1.078587401
RO 2007,1.008048556
RS 2007,1.035455593
RU 2007,0.952403482
RW 2007,0.887885092
SA 2007,0.763473493
SB 2007,0.591759522
SC 2007,1.019104339
SD 2007,1.745821345
SE 2007,1.045522308
SG 2007,0.8402304
SH 2007,0.929819741
SI 2007,1.10092404
SJ 2007,1.133572212
SK 2007,1.170989695
SL 2007,0.887272207
SM 2007,1.070348573
SN 2007,0.968081547
SO 2007,1
SR 2007,1.009139137
SS 2007,1
ST 2007,0.582207588
SV 2007,0.81278758
SX 2007,1.096779729
SY 2007,1
SZ 2007,0.976021895
TC 2007,0.929819741
TD 2007,1.110629376
TF 2007,1.078587401
TG 2007,0.877807488
TH 2007,0.741463916
TJ 2007,1.026318175
TK 2007,0.978100605
TL 2007,1.020696139
TM 2007,0.855549019
TN 2007,1.305326683
TO 2007,0.787845843
Total DAC 2007,1.0483719
TR 2007,1.499302737
TT 2007,0.927153965
TV 2007,0.869171539
TW 2007,0.961214447
TZ 2007,0.739035817
UA 2007,0.993116629
UG 2007,0.842652568
UM 2007,1.019451099
US 2007,1.019451099
UY 2007,0.620829668
UZ 2007,0.974282618
VA 2007,1.079795175
VC 2007,0.909345072
VE 2007,1.729289675
VG 2007,0.929819741
VI 2007,1.019451099
VN 2007,0.606055888
VU 2007,0.787567271
WF 2007,1.078587401
WS 2007,0.809395801
XK 2007,0.876879034
YE 2007,0.610113218
YT 2007,1.078587401
ZA 2007,1.018151901
ZM 2007,1.020973549
ZW 2007,0.271134001
AD 2008,0.966158427
AE 2008,1.008251876
AF 2008,0.985454315
AG 2008,0.81513675
AI 2008,0.877307682
AL 2008,1.151902587
AM 2008,1.174686192
AO 2008,1.19427701
AQ 2008,1.007623723
AR 2008,0.811087868
AS 2008,1.007623723
AT 2008,0.983745095
AU 2008,0.950102469
AW 2008,0.913334125
AX 2008,0.983579358
AZ 2008,1.410256192
BA 2008,1.100404419
BB 2008,0.889809736
BD 2008,0.613822632
BE 2008,0.972977382
BF 2008,1.011196699
BG 2008,1.007793523
BH 2008,0.995413148
BI 2008,0.692960894
BJ 2008,1.043483478
BL 2008,0.966158427
BM 2008,0.877307682
BN 2008,1.030957629
BO 2008,0.670879958
BQ 2008,0.967582325
BR 2008,1.059165303
BS 2008,0.8255112
BT 2008,0.914659754
BV 2008,0.861722718
BW 2008,0.848830006
BY 2008,1.282861205
BZ 2008,0.901380841
CA 2008,0.920797202
CC 2008,0.950102469
CD 2008,0.756820909
CF 2008,0.825457091
CG 2008,1.489210698
CH 2008,1.016645714
CI 2008,0.965635653
CK 2008,0.911992794
CL 2008,0.809897128
CM 2008,1.038958549
CN 2008,0.745820711
CO 2008,1.036107018
CR 2008,0.715775822
CU 2008,0.772605605
CV 2008,1.130483874
CW 2008,0.971636662
CX 2008,0.950102469
CY 2008,1.18317464
CZ 2008,0.937284012
DE 2008,0.982409233
DJ 2008,1
DK 2008,0.971636662
DM 2008,0.841643914
DO 2008,0.90135869
DZ 2008,1.305548094
EC 2008,0.792601978
EE 2008,0.845405744
EG 2008,0.950050001
EH 2008,1.152219798
ER 2008,0.270158205
